order_item_id,order_id,product_id,quantity,unit_price,discount_pct
274,88,25,2,33.5,0.0
275,88,134,3,46.68,0.05
276,89,138,1,291.15,0.1
277,89,109,1,56.81,0.15
278,89,76,3,342.92,0.2
279,90,88,3,48.19,0.0
280,90,106,2,14.9,0.0
281,90,20,2,87.41,0.0
282,91,135,2,167.91,0.0
283,91,26,2,29.55,0.1
284,92,55,2,9.44,0.0
285,92,150,3,155.03,0.1
286,92,21,1,169.06,0.1
287,92,60,3,30.79,0.15
288,92,13,3,184.93,0.0
289,93,104,1,51.42,0.0
290,94,18,3,71.75,0.0
291,94,25,2,33.5,0.0
292,95,21,1,169.06,0.0
293,95,86,3,121.67,0.05
294,96,44,1,53.72,0.2
295,96,131,1,26.99,0.05
296,97,128,3,38.02,0.0
297,97,1,1,12.56,0.0
298,97,30,3,540.64,0.0
299,97,104,3,51.42,0.0
300,97,49,3,145.99,0.0
301,98,1,1,12.56,0.0
302,98,54,2,525.86,0.0
303,98,29,3,431.7,0.05
304,98,4,1,19.32,0.1
305,98,106,2,14.9,0.2
306,99,100,1,35.04,0.1
307,99,91,3,285.06,0.0
308,100,135,1,167.91,0.15
309,100,75,1,28.62,0.0
310,100,53,1,94.73,0.0
311,100,106,1,14.9,0.0
312,101,52,2,34.96,0.0
313,101,71,1,44.86,0.0
314,101,123,1,11.37,0.0
315,101,100,1,35.04,0.05
316,102,65,3,32.68,0.0
317,102,63,3,28.11,0.15
318,102,143,3,165.53,0.0
319,103,146,1,24.82,0.0
320,103,88,3,48.19,0.0
321,103,1,2,12.56,0.0
322,103,124,2,93.35,0.0
323,104,56,1,69.09,0.0
324,104,106,1,14.9,0.15
325,104,85,2,89.05,0.0
326,104,26,3,29.55,0.0
327,105,7,3,80.91,0.0
328,105,25,3,33.5,0.0
329,106,51,1,173.82,0.0
330,106,54,2,525.86,0.0
331,107,77,3,776.65,0.0
332,107,111,1,58.22,0.0
333,107,40,1,26.23,0.0
334,108,22,1,145.59,0.0
335,109,134,3,46.68,0.15
336,109,143,3,165.53,0.2
337,109,136,2,38.13,0.0
338,110,115,1,76.97,0.05
339,110,109,2,56.81,0.0
340,111,104,2,51.42,0.1
341,111,76,2,342.92,0.15
342,112,137,3,61.1,0.0
343,112,29,3,431.7,0.0
344,113,47,1,22.93,0.0
345,113,138,3,291.15,0.0
346,113,60,1,30.79,0.0
347,113,33,3,158.56,0.0
348,113,62,3,57.48,0.0
349,114,110,2,52.21,0.1
350,115,133,1,42.43,0.05
351,116,118,2,18.49,0.0
352,116,43,1,116.4,0.1
353,116,71,3,44.86,0.05
354,117,22,3,145.59,0.0
355,118,7,3,80.91,0.0
356,119,67,3,215.02,0.1
357,119,41,3,226.27,0.05
358,119,22,3,145.59,0.0
359,120,45,3,154.13,0.05
360,120,74,1,42.69,0.0
361,121,97,3,798.21,0.0
362,121,89,2,23.01,0.05
363,122,145,1,549.54,0.1
364,122,32,3,12.41,0.0
365,122,61,2,25.43,0.0
366,122,106,1,14.9,0.0
367,123,11,2,38.65,0.0
368,123,142,2,9.67,0.05
369,123,121,3,157.7,0.0
370,123,14,3,43.46,0.0
371,124,101,2,27.56,0.1
372,125,67,2,215.02,0.0
373,125,46,1,51.46,0.0
374,125,141,2,65.92,0.05
375,126,40,1,26.23,0.05
376,126,17,3,25.7,0.05
377,127,105,1,49.1,0.0
378,127,77,2,776.65,0.1
379,127,41,1,226.27,0.0
380,128,119,1,82.35,0.1
381,129,11,1,38.65,0.05
382,129,48,2,46.04,0.0
383,129,104,3,51.42,0.0
384,130,143,3,165.53,0.0
385,130,129,2,49.25,0.0
386,131,75,1,28.62,0.0
387,132,127,1,855.96,0.0
388,132,56,2,69.09,0.2
389,133,130,2,19.64,0.1
390,134,28,2,76.83,0.1
391,135,89,1,23.01,0.0
392,135,35,1,31.9,0.1
393,135,15,3,8.82,0.05
394,136,123,1,11.37,0.0
395,136,88,3,48.19,0.0
396,136,7,1,80.91,0.05
397,136,36,3,19.2,0.0
398,136,105,1,49.1,0.0
399,137,76,1,342.92,0.0
400,138,6,2,31.16,0.15
401,138,87,2,6.32,0.0
402,138,61,3,25.43,0.0
403,139,5,3,35.72,0.15
404,139,11,2,38.65,0.0
405,139,50,3,38.82,0.0
406,139,15,1,8.82,0.0
407,140,66,2,80.36,0.0
408,140,88,2,48.19,0.0
409,141,125,3,90.59,0.0
410,141,109,3,56.81,0.1
411,141,144,2,22.21,0.05
412,141,37,1,56.32,0.0
413,142,50,2,38.82,0.1
414,142,88,3,48.19,0.05
415,142,77,3,776.65,0.0
416,142,61,1,25.43,0.0
417,143,13,3,184.93,0.0
418,144,74,1,42.69,0.05
419,144,147,2,192.43,0.2
420,144,47,3,22.93,0.1
421,145,147,3,192.43,0.05
422,145,97,3,798.21,0.05
423,145,76,3,342.92,0.05
424,145,142,2,9.67,0.0
425,146,149,1,70.53,0.0
426,146,99,3,118.9,0.0
427,146,146,1,24.82,0.1
428,147,37,3,56.32,0.0
429,147,111,1,58.22,0.0
430,147,104,3,51.42,0.0
431,148,118,2,18.49,0.2
432,149,144,3,22.21,0.0
433,149,59,3,297.33,0.05
434,149,134,2,46.68,0.05
435,150,105,3,49.1,0.0
436,150,31,2,61.23,0.0
437,150,37,3,56.32,0.1
438,151,147,3,192.43,0.0
439,151,97,1,798.21,0.0
440,151,89,2,23.01,0.1
441,151,105,1,49.1,0.05
442,152,81,1,21.04,0.1
443,152,147,2,192.43,0.0
444,152,87,1,6.32,0.0
445,152,31,2,61.23,0.1
446,152,65,2,32.68,0.05
447,153,58,2,176.42,0.05
448,153,1,2,12.56,0.0
449,153,2,1,29.27,0.0
450,153,132,2,21.74,0.0
451,154,7,2,80.91,0.0
452,154,13,3,184.93,0.05
453,154,17,1,25.7,0.0
454,155,117,2,71.39,0.1
455,156,104,3,51.42,0.0
456,156,106,1,14.9,0.0
457,157,13,2,184.93,0.0
458,157,42,3,126.21,0.05
459,157,145,2,549.54,0.0
460,157,18,1,71.75,0.0
461,158,92,2,117.83,0.15
462,158,44,2,53.72,0.0
463,158,52,3,34.96,0.15
464,159,109,3,56.81,0.2
465,159,61,2,25.43,0.0
466,160,13,2,184.93,0.0
467,160,44,2,53.72,0.0
468,160,149,1,70.53,0.2
469,161,116,3,89.74,0.0
470,161,53,1,94.73,0.0
471,162,138,2,291.15,0.0
472,162,47,2,22.93,0.0
473,162,27,3,246.61,0.0
474,162,50,2,38.82,0.1
475,163,31,2,61.23,0.1
476,163,117,2,71.39,0.0
477,163,123,2,11.37,0.0
478,163,16,1,50.49,0.1
479,164,44,1,53.72,0.0
480,165,4,2,19.32,0.15
481,165,86,3,121.67,0.0
482,165,139,3,33.84,0.0
483,166,147,1,192.43,0.0
484,167,137,2,61.1,0.1
485,167,69,1,12.9,0.2
486,167,61,1,25.43,0.15
487,167,111,1,58.22,0.1
488,167,139,1,33.84,0.2
489,168,130,2,19.64,0.15
490,168,75,2,28.62,0.1
491,168,34,3,209.25,0.0
492,169,140,3,55.71,0.05
493,169,130,1,19.64,0.0
494,169,118,1,18.49,0.0
495,169,10,3,8.85,0.0
496,170,116,2,89.74,0.0
497,171,137,1,61.1,0.1
498,171,127,3,855.96,0.15
499,171,99,3,118.9,0.0
500,171,139,1,33.84,0.1
501,172,127,3,855.96,0.0
502,172,10,3,8.85,0.0
503,173,14,3,43.46,0.15
504,173,69,2,12.9,0.1
505,173,8,2,75.61,0.0
506,174,88,2,48.19,0.0
507,174,96,3,141.9,0.0
508,175,76,3,342.92,0.2
509,175,48,3,46.04,0.0
510,175,64,3,103.98,0.1
511,176,140,1,55.71,0.0
512,176,147,1,192.43,0.0
513,177,124,2,93.35,0.0
514,177,46,3,51.46,0.0
515,177,88,3,48.19,0.0
516,178,95,3,67.16,0.05
517,178,27,2,246.61,0.0
518,178,58,3,176.42,0.0
519,178,130,2,19.64,0.2
520,178,28,3,76.83,0.0
521,179,148,1,48.64,0.0
522,179,20,3,87.41,0.0
523,179,29,1,431.7,0.0
524,179,124,1,93.35,0.0
525,179,43,2,116.4,0.0
526,180,108,3,16.48,0.1
527,180,122,3,107.37,0.0
528,181,73,1,32.19,0.0
529,182,136,1,38.13,0.05
530,182,32,1,12.41,0.1
531,182,135,1,167.91,0.0
532,182,122,1,107.37,0.0
533,182,144,3,22.21,0.0
534,183,107,3,67.27,0.0
535,183,15,2,8.82,0.0
536,183,84,2,25.7,0.0
537,183,150,1,155.03,0.0
538,184,110,2,52.21,0.0
539,185,59,1,297.33,0.0
540,185,60,1,30.79,0.1
541,185,19,2,55.48,0.0
542,186,109,3,56.81,0.0
543,186,143,1,165.53,0.0
544,187,115,1,76.97,0.05
545,187,113,1,94.7,0.0
546,187,75,3,28.62,0.2
547,187,106,3,14.9,0.0
548,188,24,3,32.27,0.0
549,188,16,1,50.49,0.0
550,188,97,2,798.21,0.0
551,189,23,2,85.49,0.0
552,189,117,2,71.39,0.05
553,189,46,2,51.46,0.0
554,189,47,2,22.93,0.0
555,189,90,2,33.65,0.0
556,190,98,2,26.09,0.0
557,190,142,1,9.67,0.05
558,190,62,1,57.48,0.05
559,190,27,1,246.61,0.0
560,191,94,3,183.38,0.0
561,191,63,3,28.11,0.15
562,191,148,2,48.64,0.0
563,192,147,2,192.43,0.0
564,193,30,1,540.64,0.0
565,193,47,1,22.93,0.0
566,193,115,1,76.97,0.0
567,193,150,1,155.03,0.05
568,193,113,3,94.7,0.0
569,194,84,3,25.7,0.0
570,194,36,1,19.2,0.0
571,194,149,3,70.53,0.1
572,194,143,1,165.53,0.0
573,195,49,3,145.99,0.0
574,195,45,3,154.13,0.15
575,195,10,3,8.85,0.0
576,195,12,3,245.2,0.0
577,195,68,3,263.91,0.0
578,196,101,2,27.56,0.2
579,196,16,1,50.49,0.15
580,196,11,3,38.65,0.0
581,196,52,3,34.96,0.1
582,196,5,3,35.72,0.0
583,197,147,1,192.43,0.1
584,197,24,3,32.27,0.0
585,198,50,2,38.82,0.2
586,198,15,1,8.82,0.0
587,198,51,3,173.82,0.0
588,198,2,3,29.27,0.2
589,198,148,1,48.64,0.0
590,199,120,3,55.9,0.1
591,199,36,3,19.2,0.0
592,199,14,1,43.46,0.0
593,199,30,1,540.64,0.0
594,200,136,1,38.13,0.15
595,200,113,3,94.7,0.05
596,200,64,1,103.98,0.0
597,201,138,3,291.15,0.0
598,201,4,3,19.32,0.15
599,202,24,2,32.27,0.0
600,203,50,3,38.82,0.1
601,204,1,1,12.56,0.05
602,205,109,3,56.81,0.0
603,205,92,2,117.83,0.0
604,206,67,1,215.02,0.15
605,207,93,3,91.46,0.0
606,208,16,3,50.49,0.0
607,208,114,1,514.45,0.0
608,208,22,2,145.59,0.0
609,208,111,1,58.22,0.0
610,208,110,2,52.21,0.2
611,209,74,1,42.69,0.0
612,209,9,1,42.25,0.05
613,210,109,2,56.81,0.0
614,210,79,3,30.31,0.1
615,210,17,2,25.7,0.0
616,211,123,2,11.37,0.0
617,211,28,1,76.83,0.0
618,211,36,3,19.2,0.0
619,212,7,3,80.91,0.0
620,212,106,2,14.9,0.0
621,213,4,1,19.32,0.0
622,213,133,1,42.43,0.1
623,213,25,1,33.5,0.2
624,213,94,3,183.38,0.0
625,213,115,1,76.97,0.0
626,214,59,2,297.33,0.0
627,214,86,3,121.67,0.2
628,214,21,2,169.06,0.0
629,214,13,2,184.93,0.0
630,215,136,2,38.13,0.0
631,215,91,1,285.06,0.0
632,215,115,2,76.97,0.0
633,215,110,3,52.21,0.1
634,215,65,1,32.68,0.05
635,216,112,1,153.0,0.0
636,216,101,1,27.56,0.0
637,216,39,1,40.89,0.05
638,217,104,1,51.42,0.0
639,217,107,2,67.27,0.05
640,217,109,1,56.81,0.1
641,218,65,1,32.68,0.0
642,219,1,1,12.56,0.0
643,219,81,3,21.04,0.05
644,219,64,1,103.98,0.1
645,219,17,2,25.7,0.05
646,219,82,3,110.53,0.1
647,220,58,3,176.42,0.0
648,220,17,1,25.7,0.1
649,220,51,2,173.82,0.05
650,220,119,3,82.35,0.0
651,221,123,1,11.37,0.1
652,221,147,2,192.43,0.0
653,221,69,1,12.9,0.05
654,221,64,3,103.98,0.05
655,222,111,1,58.22,0.0
656,222,36,1,19.2,0.0
657,223,25,1,33.5,0.0
658,223,140,3,55.71,0.1
659,223,22,3,145.59,0.0
660,224,75,2,28.62,0.15
661,224,131,2,26.99,0.0
662,224,8,1,75.61,0.1
663,224,19,2,55.48,0.15
664,224,140,2,55.71,0.0
665,225,130,3,19.64,0.0
666,225,96,1,141.9,0.0
667,225,113,1,94.7,0.0
668,225,3,2,59.6,0.0
669,226,145,1,549.54,0.1
670,226,22,3,145.59,0.0
671,226,77,1,776.65,0.0
672,226,104,2,51.42,0.05
673,227,13,1,184.93,0.05
674,227,69,2,12.9,0.15
675,227,12,1,245.2,0.1
676,227,91,2,285.06,0.0
677,228,46,2,51.46,0.05
678,228,125,3,90.59,0.0
679,229,149,3,70.53,0.0
680,229,102,3,27.83,0.15
681,229,47,3,22.93,0.05
682,229,75,3,28.62,0.0
683,230,7,2,80.91,0.0
684,230,69,2,12.9,0.0
685,230,116,3,89.74,0.0
686,230,131,2,26.99,0.0
687,231,71,1,44.86,0.0
688,231,139,3,33.84,0.2
689,231,140,1,55.71,0.0
690,231,33,2,158.56,0.0
691,232,67,2,215.02,0.0
692,232,102,3,27.83,0.0
693,233,17,1,25.7,0.0
694,233,23,3,85.49,0.0
695,233,77,3,776.65,0.1
696,233,19,3,55.48,0.05
697,233,55,1,9.44,0.2
698,234,60,1,30.79,0.0
699,235,66,2,80.36,0.0
700,236,93,2,91.46,0.0
701,236,72,2,85.5,0.0
702,237,75,1,28.62,0.1
703,237,71,2,44.86,0.0
704,238,33,3,158.56,0.0
705,238,67,3,215.02,0.2
706,238,138,3,291.15,0.0
707,238,147,2,192.43,0.0
708,238,140,3,55.71,0.0
709,239,133,3,42.43,0.0
710,239,27,2,246.61,0.05
711,239,58,2,176.42,0.0
712,239,84,3,25.7,0.05
713,240,102,2,27.83,0.0
714,240,141,3,65.92,0.15
715,240,113,1,94.7,0.0
716,240,80,3,111.95,0.0
717,240,130,2,19.64,0.1
718,241,15,2,8.82,0.0
719,241,123,2,11.37,0.15
720,242,21,3,169.06,0.0
721,242,109,3,56.81,0.1
722,242,16,1,50.49,0.0
723,242,59,1,297.33,0.0
724,243,15,1,8.82,0.0
725,243,98,3,26.09,0.05
726,243,125,3,90.59,0.0
727,244,13,2,184.93,0.2
728,244,76,3,342.92,0.1
729,245,112,2,153.0,0.1
730,245,111,2,58.22,0.0
731,245,128,2,38.02,0.0
732,245,106,2,14.9,0.0
733,245,13,2,184.93,0.0
734,246,82,3,110.53,0.1
735,246,57,1,115.52,0.0
736,246,50,1,38.82,0.1
737,247,48,2,46.04,0.05
738,247,108,1,16.48,0.0
739,248,3,3,59.6,0.15
740,249,45,1,154.13,0.0
741,250,103,3,148.48,0.0
742,250,35,1,31.9,0.0
743,250,81,1,21.04,0.0
744,251,137,1,61.1,0.0
745,251,133,3,42.43,0.0
746,251,100,2,35.04,0.0
747,252,33,3,158.56,0.15
748,252,51,2,173.82,0.0
749,252,21,1,169.06,0.15
750,252,45,2,154.13,0.0
751,252,148,3,48.64,0.0
752,253,38,3,274.98,0.0
753,254,88,3,48.19,0.0
754,254,59,2,297.33,0.1
755,254,111,3,58.22,0.0
756,254,89,3,23.01,0.0
757,255,132,1,21.74,0.0
758,255,45,3,154.13,0.05
759,255,80,1,111.95,0.0
760,256,9,3,42.25,0.15
761,257,38,1,274.98,0.0
762,257,51,1,173.82,0.0
763,257,20,3,87.41,0.2
764,258,22,1,145.59,0.0
765,258,116,2,89.74,0.05
766,258,113,3,94.7,0.05
767,258,102,2,27.83,0.0
768,259,98,3,26.09,0.0
769,259,44,3,53.72,0.0
770,259,19,1,55.48,0.05
771,259,122,2,107.37,0.2
772,259,91,1,285.06,0.0
773,260,18,2,71.75,0.0
774,260,102,1,27.83,0.1
775,260,113,2,94.7,0.2
776,260,122,2,107.37,0.0
777,260,130,3,19.64,0.2
778,261,54,3,525.86,0.05
779,261,137,2,61.1,0.05
780,261,93,3,91.46,0.0
781,261,17,3,25.7,0.05
782,261,122,3,107.37,0.05
783,262,129,3,49.25,0.0
784,262,132,3,21.74,0.0
785,262,66,2,80.36,0.2
786,262,138,3,291.15,0.0
787,263,79,2,30.31,0.0
788,264,97,1,798.21,0.1
789,264,60,3,30.79,0.0
790,264,10,2,8.85,0.05
791,265,58,1,176.42,0.0
792,265,116,1,89.74,0.0
793,265,42,1,126.21,0.2
794,265,134,3,46.68,0.0
795,265,61,1,25.43,0.0
796,266,148,3,48.64,0.15
797,267,4,1,19.32,0.0
798,268,99,1,118.9,0.15
799,268,119,3,82.35,0.1
800,268,112,3,153.0,0.05
801,268,98,3,26.09,0.15
802,268,30,3,540.64,0.0
803,269,96,1,141.9,0.0
804,269,99,3,118.9,0.0
805,270,131,1,26.99,0.1
806,271,50,2,38.82,0.0
807,271,81,3,21.04,0.0
808,272,104,2,51.42,0.15
809,272,47,3,22.93,0.0
810,272,1,2,12.56,0.1
811,272,95,2,67.16,0.0
812,273,24,3,32.27,0.0
813,273,19,2,55.48,0.0
814,273,4,1,19.32,0.05
815,274,1,2,12.56,0.0
816,274,115,3,76.97,0.1
817,274,139,3,33.84,0.0
818,275,4,2,19.32,0.0
819,275,95,2,67.16,0.0
820,275,144,2,22.21,0.0
821,275,50,3,38.82,0.0
822,275,111,2,58.22,0.0
823,276,111,2,58.22,0.0
824,276,143,3,165.53,0.05
825,276,134,2,46.68,0.1
826,276,145,1,549.54,0.0
827,276,31,2,61.23,0.1
828,277,146,2,24.82,0.15
829,278,34,2,209.25,0.15
830,279,144,1,22.21,0.0
831,279,48,1,46.04,0.1
832,279,98,3,26.09,0.0
833,279,4,1,19.32,0.15
834,279,78,2,40.48,0.0
835,280,125,3,90.59,0.05
836,280,117,2,71.39,0.0
837,280,75,3,28.62,0.0
838,280,24,1,32.27,0.0
839,281,72,3,85.5,0.05
840,281,24,2,32.27,0.15
841,282,86,1,121.67,0.1
842,282,132,2,21.74,0.05
843,282,20,2,87.41,0.0
844,282,116,1,89.74,0.0
845,283,125,2,90.59,0.1
846,283,12,1,245.2,0.0
847,283,82,3,110.53,0.0
848,284,5,3,35.72,0.15
849,284,13,2,184.93,0.0
850,284,17,1,25.7,0.0
851,284,103,1,148.48,0.1
852,284,57,2,115.52,0.1
853,285,144,3,22.21,0.15
854,285,84,2,25.7,0.0
855,286,42,3,126.21,0.0
856,286,68,1,263.91,0.0
857,287,2,1,29.27,0.1
858,287,124,3,93.35,0.05
859,287,17,1,25.7,0.0
860,288,119,1,82.35,0.1
861,289,147,1,192.43,0.1
862,289,80,1,111.95,0.1
863,289,144,3,22.21,0.0
864,289,84,3,25.7,0.0
865,289,76,1,342.92,0.1
866,290,106,3,14.9,0.0
867,291,19,2,55.48,0.0
868,291,10,1,8.85,0.0
869,292,93,2,91.46,0.0
870,292,113,1,94.7,0.0
871,293,104,2,51.42,0.2
