order_id,customer_id,order_date,order_status,payment_method
183,59,2023-11-05,cancelled,wallet
184,60,2024-12-16,cancelled,credit_card
185,61,2024-03-02,completed,upi
186,61,2024-04-11,completed,wallet
187,61,2024-11-28,completed,debit_card
188,63,2023-10-07,completed,credit_card
189,63,2024-02-06,completed,net_banking
190,63,2024-04-05,completed,wallet
191,65,2024-05-18,completed,debit_card
192,65,2024-10-26,completed,debit_card
193,65,2024-10-09,completed,net_banking
194,65,2024-11-16,completed,debit_card
195,65,2024-11-12,completed,credit_card
196,66,2024-11-17,completed,debit_card
197,66,2024-12-12,completed,debit_card
198,67,2023-06-10,completed,upi
199,67,2023-09-06,completed,net_banking
200,67,2023-11-24,completed,debit_card
201,67,2023-11-07,completed,upi
202,67,2024-02-25,completed,debit_card
203,67,2024-10-20,completed,debit_card
204,67,2024-10-31,completed,net_banking
205,68,2024-01-15,completed,upi
206,68,2024-01-25,cancelled,debit_card
207,68,2024-03-16,cancelled,net_banking
208,68,2024-04-16,completed,debit_card
209,68,2024-04-06,completed,credit_card
210,68,2024-06-16,completed,net_banking
211,68,2024-06-14,completed,debit_card
212,68,2024-07-26,completed,credit_card
213,68,2024-09-06,completed,credit_card
214,68,2024-10-15,completed,credit_card
215,68,2024-12-19,completed,upi
216,68,2024-12-06,completed,net_banking
217,68,2024-12-16,completed,credit_card
218,69,2023-09-19,completed,net_banking
219,69,2024-02-23,completed,upi
220,69,2024-02-13,completed,wallet
221,69,2024-05-07,completed,credit_card
222,69,2024-11-23,completed,upi
223,70,2024-10-02,completed,credit_card
224,71,2024-07-15,cancelled,wallet
225,71,2024-07-24,cancelled,wallet
226,71,2024-08-27,completed,debit_card
227,72,2023-05-24,completed,wallet
228,72,2023-05-14,completed,wallet
229,72,2023-06-24,completed,credit_card
230,72,2023-07-24,completed,wallet
231,72,2023-07-30,completed,debit_card
232,72,2023-08-20,completed,net_banking
233,72,2023-08-19,completed,credit_card
234,72,2023-08-28,completed,net_banking
235,72,2023-09-01,completed,debit_card
236,72,2023-10-11,completed,credit_card
237,72,2023-10-04,completed,credit_card
238,72,2023-11-25,completed,credit_card
239,72,2023-11-09,completed,upi
240,72,2023-11-20,completed,debit_card
241,72,2023-12-04,completed,wallet
242,72,2023-12-02,completed,credit_card
243,72,2024-02-17,completed,upi
244,72,2024-03-17,returned,upi
245,72,2024-03-26,completed,wallet
246,72,2024-03-29,completed,net_banking
247,72,2024-04-26,completed,net_banking
248,72,2024-05-20,completed,debit_card
249,72,2024-05-14,completed,debit_card
250,72,2024-08-29,completed,net_banking
251,72,2024-10-30,returned,wallet
252,72,2024-10-13,completed,net_banking
253,72,2024-10-09,completed,net_banking
254,72,2024-11-07,completed,debit_card
255,72,2024-11-27,completed,upi
256,72,2024-11-29,completed,upi
257,72,2024-12-21,completed,net_banking
258,72,2024-12-10,completed,wallet
259,72,2024-12-07,completed,wallet
260,74,2023-02-27,completed,credit_card
261,74,2023-02-27,completed,credit_card
262,74,2023-03-20,completed,wallet
263,74,2023-04-29,completed,wallet
264,74,2023-07-27,completed,debit_card
265,74,2023-07-06,completed,debit_card
266,74,2023-10-06,completed,wallet
267,74,2023-10-06,completed,credit_card
268,74,2023-10-29,completed,credit_card
269,74,2023-11-01,completed,upi
270,74,2023-12-30,completed,debit_card
271,74,2024-01-26,completed,wallet
272,74,2024-03-01,completed,credit_card
273,74,2024-05-29,completed,net_banking
274,74,2024-05-23,completed,debit_card
275,74,2024-05-20,completed,wallet
276,74,2024-06-26,completed,debit_card
277,74,2024-06-14,completed,net_banking
278,74,2024-07-20,completed,credit_card
279,74,2024-09-28,cancelled,wallet
280,74,2024-09-17,completed,credit_card
281,74,2024-09-22,completed,wallet
282,74,2024-10-06,completed,wallet
283,74,2024-10-18,completed,upi
284,74,2024-11-12,completed,credit_card
285,74,2024-11-16,returned,wallet
286,74,2024-12-17,completed,wallet
287,74,2024-12-14,completed,wallet
288,76,2023-09-19,completed,credit_card
289,76,2023-12-16,completed,credit_card
290,76,2024-02-09,completed,net_banking
291,76,2024-07-10,completed,credit_card
292,76,2024-10-06,completed,upi
293,76,2024-10-30,completed,wallet
294,76,2024-10-14,completed,net_banking
295,76,2024-11-26,completed,upi
296,76,2024-11-11,completed,upi
297,76,2024-12-23,completed,credit_card
298,76,2024-12-22,completed,debit_card
299,78,2023-12-28,completed,credit_card
300,78,2024-12-27,completed,net_banking
301,79,2024-09-08,completed,credit_card
302,81,2023-08-31,completed,wallet
303,81,2023-11-12,completed,upi
304,81,2023-11-16,completed,wallet
305,81,2024-03-13,completed,net_banking
306,81,2024-10-16,completed,debit_card
307,81,2024-12-13,completed,credit_card
308,82,2024-07-24,completed,wallet
309,83,2023-03-02,completed,credit_card
310,83,2023-06-29,completed,net_banking
311,83,2023-06-24,completed,net_banking
312,83,2023-08-12,completed,debit_card
313,83,2023-08-29,completed,wallet
314,83,2023-08-08,completed,wallet
315,83,2023-10-26,completed,debit_card
316,83,2023-11-30,completed,credit_card
317,83,2023-12-03,completed,upi
318,83,2023-12-07,completed,net_banking
319,83,2024-01-02,completed,debit_card
320,83,2024-03-04,completed,upi
321,83,2024-03-16,completed,debit_card
322,83,2024-04-25,completed,wallet
323,83,2024-05-13,completed,credit_card
324,83,2024-10-22,completed,credit_card
325,83,2024-10-09,completed,net_banking
326,83,2024-10-12,cancelled,net_banking
327,83,2024-11-10,completed,upi
328,83,2024-11-19,completed,credit_card
329,83,2024-11-04,completed,debit_card
330,83,2024-12-22,completed,wallet
331,83,2024-12-20,cancelled,wallet
332,86,2024-09-23,completed,credit_card
333,87,2023-12-23,completed,upi
334,87,2023-12-30,completed,wallet
335,87,2024-04-03,completed,debit_card
336,87,2024-04-12,completed,wallet
337,87,2024-06-22,cancelled,wallet
338,87,2024-09-18,completed,credit_card
339,87,2024-09-06,completed,upi
340,87,2024-09-22,completed,credit_card
341,87,2024-11-11,completed,debit_card
342,88,2024-11-01,cancelled,net_banking
343,89,2023-11-18,completed,debit_card
344,89,2024-02-21,completed,net_banking
345,89,2024-02-29,completed,debit_card
346,89,2024-02-20,completed,wallet
347,89,2024-03-13,completed,credit_card
348,91,2024-07-13,completed,upi
349,91,2024-08-20,completed,debit_card
350,91,2024-08-31,completed,credit_card
351,91,2024-09-28,completed,wallet
352,91,2024-11-08,completed,upi
353,92,2024-06-28,completed,net_banking
354,92,2024-06-11,completed,net_banking
355,92,2024-07-06,cancelled,credit_card
356,92,2024-11-07,completed,net_banking
357,92,2024-11-16,completed,credit_card
358,92,2024-11-20,completed,wallet
359,92,2024-12-22,completed,net_banking
360,93,2024-08-04,completed,upi
361,94,2023-09-02,completed,net_banking
362,94,2024-04-08,completed,debit_card
363,94,2024-04-12,completed,net_banking
364,94,2024-05-12,completed,debit_card
365,96,2024-07-25,completed,wallet
366,98,2024-03-01,returned,wallet
367,98,2024-03-26,completed,upi
368,98,2024-04-20,completed,credit_card
369,98,2024-05-25,completed,net_banking
370,99,2023-12-12,completed,debit_card
371,99,2024-03-27,completed,debit_card
372,99,2024-06-04,completed,debit_card
373,99,2024-11-26,completed,net_banking
374,99,2024-11-26,completed,credit_card
375,99,2024-12-25,completed,debit_card
376,100,2023-05-15,completed,net_banking
377,100,2024-07-29,completed,debit_card
378,100,2024-12-15,completed,debit_card
379,100,2024-12-27,completed,wallet
380,102,2024-12-06,completed,credit_card
381,103,2023-09-23,completed,wallet
382,103,2024-04-04,completed,debit_card
383,103,2024-11-07,completed,credit_card
384,104,2024-01-12,completed,net_banking
385,104,2024-10-03,completed,upi
386,106,2024-07-22,completed,upi
387,106,2024-10-27,completed,debit_card
388,106,2024-12-12,completed,net_banking
389,106,2024-12-25,completed,credit_card
390,106,2024-12-17,completed,net_banking
391,107,2024-11-14,completed,debit_card
392,107,2024-11-10,completed,credit_card
393,107,2024-12-19,completed,credit_card
394,107,2024-12-27,completed,wallet
395,108,2024-09-12,cancelled,debit_card
396,108,2024-09-30,completed,debit_card
397,108,2024-09-06,completed,debit_card
398,108,2024-11-25,completed,credit_card
399,108,2024-12-22,completed,wallet
400,108,2024-12-17,completed,credit_card
401,108,2024-12-18,completed,upi
402,109,2023-10-23,completed,net_banking
403,109,2024-05-15,completed,wallet
404,109,2024-09-20,completed,wallet
405,111,2023-11-10,completed,wallet
406,111,2024-08-18,completed,wallet
407,112,2024-09-30,cancelled,upi
408,113,2024-02-12,completed,credit_card
409,113,2024-07-21,completed,net_banking
410,113,2024-09-16,completed,upi
411,114,2023-02-23,completed,debit_card
412,114,2023-02-27,completed,upi
413,114,2023-02-26,completed,debit_card
414,114,2023-03-27,completed,debit_card
415,114,2023-03-05,completed,credit_card
416,114,2023-04-21,cancelled,net_banking
417,114,2023-04-12,completed,upi
418,114,2023-05-15,completed,upi
419,114,2023-06-03,completed,net_banking
420,114,2023-06-17,completed,upi
421,114,2023-06-10,completed,wallet
422,114,2023-07-28,completed,debit_card
423,114,2023-07-18,completed,wallet
424,114,2023-08-01,completed,wallet
425,114,2023-08-16,completed,wallet
426,114,2023-09-14,completed,debit_card
427,114,2023-09-13,completed,credit_card
428,114,2023-10-29,completed,wallet
429,114,2023-10-06,completed,credit_card
430,114,2023-10-15,completed,net_banking
431,114,2023-11-05,cancelled,credit_card
432,114,2023-11-18,completed,wallet
433,114,2023-11-25,completed,wallet
434,114,2023-12-03,completed,wallet
435,114,2023-12-28,completed,credit_card
436,114,2024-02-17,completed,credit_card
437,114,2024-02-08,cancelled,wallet
438,114,2024-02-08,completed,credit_card
439,114,2024-03-11,cancelled,wallet
440,114,2024-03-12,completed,wallet
441,114,2024-03-11,returned,net_banking
442,114,2024-04-08,completed,upi
443,114,2024-04-22,completed,debit_card
444,114,2024-04-17,completed,upi
445,114,2024-05-29,completed,wallet
446,114,2024-05-05,completed,debit_card
447,114,2024-05-07,completed,wallet
448,114,2024-06-04,completed,wallet
449,114,2024-06-14,completed,upi
450,114,2024-06-27,completed,wallet
451,114,2024-07-25,completed,upi
452,114,2024-07-19,completed,wallet
453,114,2024-07-16,completed,upi
454,114,2024-08-17,completed,net_banking
455,114,2024-09-09,completed,credit_card
456,114,2024-09-01,completed,upi
457,114,2024-09-16,completed,upi
458,114,2024-10-25,completed,wallet
459,114,2024-10-20,completed,debit_card
460,114,2024-10-16,completed,net_banking
461,114,2024-11-01,completed,debit_card
462,114,2024-11-07,completed,wallet
463,114,2024-11-05,completed,credit_card
464,114,2024-12-04,completed,debit_card
465,115,2023-11-07,completed,net_banking
466,115,2023-11-04,returned,credit_card
467,115,2023-12-21,completed,debit_card
468,115,2024-12-30,completed,net_banking
469,116,2023-06-22,completed,upi
470,116,2023-11-14,completed,net_banking
471,116,2023-12-02,completed,wallet
472,116,2024-03-10,completed,net_banking
473,116,2024-04-19,cancelled,net_banking
474,117,2024-03-28,completed,wallet
475,117,2024-04-04,completed,credit_card
476,117,2024-04-25,completed,debit_card
477,117,2024-10-01,completed,upi
478,117,2024-10-30,completed,wallet
479,119,2024-12-28,completed,credit_card
480,120,2024-03-11,completed,wallet
481,120,2024-04-25,completed,credit_card
482,120,2024-04-29,completed,upi
483,120,2024-04-08,completed,net_banking
484,120,2024-08-23,completed,wallet
485,120,2024-11-01,completed,net_banking
486,120,2024-12-02,completed,net_banking
487,121,2024-03-20,completed,credit_card
488,121,2024-04-24,returned,net_banking
489,121,2024-06-18,completed,credit_card
490,121,2024-06-29,completed,net_banking
491,121,2024-11-12,completed,net_banking
492,121,2024-12-11,completed,debit_card
493,122,2024-04-30,completed,net_banking
494,122,2024-04-12,completed,net_banking
495,123,2023-08-27,completed,wallet
496,123,2023-08-12,completed,upi
497,123,2023-08-25,completed,upi
498,123,2023-11-03,completed,net_banking
499,123,2023-11-26,completed,wallet
500,123,2024-01-28,completed,upi
501,123,2024-02-29,completed,debit_card
502,123,2024-02-17,completed,debit_card
503,123,2024-02-27,completed,wallet
504,123,2024-03-01,completed,net_banking
505,123,2024-04-04,completed,net_banking
506,123,2024-04-21,completed,wallet
507,123,2024-06-30,completed,wallet
508,123,2024-07-23,completed,wallet
509,123,2024-10-29,completed,upi
510,123,2024-11-06,completed,credit_card
511,123,2024-11-22,completed,credit_card
512,124,2024-01-30,completed,debit_card
513,124,2024-08-10,completed,net_banking
514,125,2024-05-01,completed,credit_card
515,125,2024-05-08,completed,upi
516,125,2024-09-08,completed,wallet
517,125,2024-11-10,completed,net_banking
518,125,2024-12-27,completed,credit_card
519,125,2024-12-04,completed,upi
520,126,2023-08-31,completed,debit_card
521,126,2023-08-31,returned,net_banking
522,126,2023-08-31,cancelled,debit_card
523,126,2023-09-17,completed,wallet
524,126,2023-10-19,completed,credit_card
525,126,2023-10-02,completed,wallet
526,126,2023-10-28,completed,debit_card
527,126,2023-11-16,completed,credit_card
528,126,2023-11-18,completed,upi
529,126,2023-12-01,completed,net_banking
530,126,2023-12-29,completed,debit_card
531,126,2023-12-25,completed,upi
532,126,2024-01-14,completed,debit_card
533,126,2024-01-14,returned,wallet
534,126,2024-02-13,completed,upi
535,126,2024-02-24,completed,debit_card
536,126,2024-02-25,completed,net_banking
537,126,2024-03-21,completed,debit_card
538,126,2024-03-01,completed,wallet
539,126,2024-03-19,cancelled,debit_card
540,126,2024-05-07,completed,debit_card
541,126,2024-06-26,completed,upi
542,126,2024-06-13,completed,wallet
543,126,2024-06-24,completed,debit_card
544,126,2024-07-29,completed,net_banking
545,126,2024-08-10,completed,upi
546,126,2024-08-19,completed,net_banking
547,126,2024-08-24,completed,net_banking
548,126,2024-10-01,completed,net_banking
549,126,2024-10-19,completed,wallet
550,126,2024-10-28,completed,credit_card
551,126,2024-11-02,completed,net_banking
552,126,2024-12-08,completed,upi
553,126,2024-12-02,completed,net_banking
554,127,2023-08-17,completed,wallet
555,127,2023-08-05,completed,debit_card
556,127,2024-05-19,completed,wallet
557,127,2024-05-12,completed,net_banking
558,127,2024-08-28,cancelled,debit_card
559,128,2024-11-27,completed,credit_card
560,129,2023-09-19,completed,debit_card
561,129,2023-11-13,completed,credit_card
562,129,2024-05-08,completed,debit_card
563,132,2024-04-17,completed,net_banking
564,132,2024-08-27,completed,upi
565,132,2024-12-14,completed,upi
566,133,2024-08-25,completed,wallet
567,134,2023-07-24,completed,wallet
568,134,2024-01-29,completed,debit_card
569,134,2024-02-16,cancelled,debit_card
570,134,2024-04-29,completed,debit_card
571,134,2024-08-24,completed,net_banking
572,134,2024-10-16,completed,wallet
573,136,2024-07-31,completed,wallet
574,136,2024-07-16,completed,debit_card
575,136,2024-08-01,completed,wallet
576,136,2024-08-27,completed,debit_card
577,136,2024-11-18,completed,upi
578,136,2024-11-24,completed,net_banking
579,137,2024-08-13,completed,upi
580,138,2023-07-06,completed,wallet
581,138,2023-12-05,completed,wallet
582,138,2024-02-20,completed,net_banking
583,138,2024-03-18,completed,debit_card
584,138,2024-04-25,completed,net_banking
585,138,2024-11-06,completed,upi
586,138,2024-12-03,cancelled,debit_card
587,139,2024-01-13,completed,net_banking
588,139,2024-01-11,completed,upi
589,139,2024-01-25,completed,wallet
590,139,2024-03-01,returned,net_banking
591,139,2024-04-23,completed,debit_card
592,139,2024-04-20,completed,wallet
593,139,2024-06-17,completed,debit_card
594,139,2024-07-20,returned,wallet
595,139,2024-12-06,completed,net_banking
596,139,2024-12-17,completed,wallet
597,140,2024-05-29,completed,upi
598,140,2024-08-26,completed,debit_card
599,140,2024-08-03,completed,credit_card
600,141,2023-11-27,completed,net_banking
601,141,2024-02-06,completed,debit_card
602,141,2024-05-31,completed,wallet
603,141,2024-08-20,completed,credit_card
604,141,2024-09-06,completed,credit_card
605,141,2024-09-16,completed,debit_card
606,142,2024-06-08,completed,upi
607,142,2024-06-21,completed,wallet
608,142,2024-06-21,completed,wallet
609,142,2024-07-02,returned,wallet
610,142,2024-08-09,completed,credit_card
611,142,2024-08-13,completed,debit_card
612,142,2024-11-30,completed,wallet
613,142,2024-11-13,completed,credit_card
614,142,2024-12-23,completed,net_banking
615,142,2024-12-24,completed,net_banking
616,145,2024-07-28,cancelled,wallet
617,145,2024-07-26,completed,debit_card
618,145,2024-09-21,completed,upi
619,146,2023-07-21,completed,credit_card
620,146,2023-07-14,completed,net_banking
621,146,2023-10-13,completed,wallet
622,146,2023-11-30,completed,net_banking
623,146,2023-12-17,completed,credit_card
624,146,2024-02-12,completed,wallet
625,146,2024-07-20,completed,net_banking
626,146,2024-07-27,cancelled,upi
627,146,2024-11-01,completed,credit_card
628,148,2023-12-26,completed,net_banking
629,148,2024-05-07,completed,credit_card
630,149,2024-03-05,completed,upi
631,149,2024-06-13,cancelled,upi
632,149,2024-06-11,completed,credit_card
633,149,2024-07-11,completed,net_banking
634,150,2023-10-31,completed,credit_card
635,150,2024-08-19,returned,net_banking
636,151,2024-04-06,completed,debit_card
637,151,2024-04-07,completed,debit_card
638,151,2024-06-27,completed,upi
639,151,2024-06-20,completed,wallet
640,151,2024-08-05,completed,net_banking
641,151,2024-08-03,completed,wallet
642,151,2024-10-26,completed,debit_card
643,151,2024-10-26,completed,credit_card
644,152,2023-12-27,completed,net_banking
645,152,2024-09-30,completed,wallet
646,154,2024-03-28,completed,upi
647,154,2024-03-07,completed,wallet
648,154,2024-09-15,completed,wallet
649,154,2024-09-09,completed,upi
650,154,2024-09-25,completed,debit_card
651,154,2024-10-14,completed,upi
652,154,2024-10-12,completed,debit_card
653,155,2024-10-03,completed,upi
654,155,2024-12-05,completed,debit_card
655,156,2024-07-03,completed,debit_card
656,156,2024-08-20,completed,debit_card
657,157,2023-08-26,completed,net_banking
658,157,2023-08-18,completed,net_banking
659,157,2023-09-21,completed,credit_card
660,157,2023-09-21,completed,credit_card
661,157,2023-09-09,completed,credit_card
662,157,2023-10-12,cancelled,credit_card
663,157,2023-10-17,completed,debit_card
664,157,2023-10-18,completed,wallet
665,157,2023-11-13,completed,wallet
666,157,2023-12-03,completed,wallet
667,157,2023-12-14,completed,wallet
668,157,2023-12-15,completed,debit_card
669,157,2024-03-27,completed,wallet
670,157,2024-03-11,completed,wallet
671,157,2024-04-15,completed,net_banking
672,157,2024-04-18,completed,upi
673,157,2024-04-04,cancelled,wallet
674,157,2024-06-05,cancelled,wallet
675,157,2024-07-08,completed,debit_card
676,157,2024-07-11,completed,net_banking
677,157,2024-09-16,completed,credit_card
678,157,2024-09-28,completed,net_banking
679,157,2024-10-20,completed,debit_card
680,157,2024-10-23,completed,debit_card
681,157,2024-11-13,completed,wallet
682,157,2024-11-14,completed,upi
683,157,2024-11-07,cancelled,wallet
684,157,2024-12-06,completed,debit_card
685,157,2024-12-12,cancelled,upi
686,158,2024-11-03,cancelled,net_banking
687,160,2023-11-26,completed,upi
688,160,2024-05-30,completed,debit_card
689,160,2024-10-05,returned,net_banking
690,160,2024-12-20,completed,credit_card
691,160,2024-12-14,completed,net_banking
692,161,2024-07-18,completed,net_banking
693,162,2023-11-28,completed,credit_card
694,162,2023-11-24,completed,debit_card
695,162,2023-11-01,completed,debit_card
696,162,2023-12-22,completed,wallet
697,162,2024-04-03,completed,credit_card
698,162,2024-05-23,completed,upi
699,162,2024-09-26,completed,wallet
700,162,2024-09-21,completed,debit_card
701,162,2024-10-06,cancelled,net_banking
702,162,2024-11-14,completed,credit_card
703,162,2024-12-28,completed,debit_card
704,163,2023-04-22,completed,upi
705,163,2023-04-08,completed,upi
706,163,2023-06-28,completed,upi
707,163,2023-08-09,completed,net_banking
708,163,2023-10-22,completed,upi
709,163,2023-11-13,returned,net_banking
710,163,2024-04-09,completed,upi
711,163,2024-04-15,completed,upi
712,163,2024-08-07,completed,net_banking
713,163,2024-08-24,completed,debit_card
714,163,2024-08-01,completed,credit_card
715,163,2024-09-08,completed,wallet
716,163,2024-11-15,completed,debit_card
717,163,2024-12-16,completed,credit_card
718,163,2024-12-27,completed,wallet
719,163,2024-12-09,completed,credit_card
720,165,2024-12-18,completed,debit_card
721,165,2024-12-23,completed,net_banking
722,166,2023-11-08,completed,credit_card
723,166,2024-02-25,completed,wallet
724,166,2024-09-02,cancelled,net_banking
725,166,2024-12-10,completed,debit_card
726,167,2023-06-03,completed,wallet
727,167,2023-09-29,completed,upi
728,167,2024-03-18,completed,credit_card
729,167,2024-06-05,completed,net_banking
730,167,2024-06-21,completed,credit_card
731,167,2024-11-30,completed,net_banking
732,168,2023-08-16,completed,net_banking
733,168,2023-08-17,completed,upi
734,168,2023-08-23,completed,credit_card
735,168,2023-09-03,completed,upi
736,168,2023-09-30,completed,net_banking
737,168,2023-10-12,completed,upi
738,168,2023-11-25,completed,net_banking
739,168,2023-11-21,cancelled,credit_card
740,168,2023-11-09,completed,wallet
741,168,2023-12-06,completed,credit_card
742,168,2023-12-08,completed,debit_card
743,168,2023-12-11,completed,wallet
744,168,2024-02-20,completed,debit_card
745,168,2024-02-06,completed,wallet
746,168,2024-02-01,completed,wallet
747,168,2024-03-10,completed,upi
748,168,2024-04-30,completed,upi
749,168,2024-05-22,completed,wallet
750,168,2024-05-18,completed,credit_card
751,168,2024-05-08,completed,wallet
752,168,2024-06-25,completed,upi
